Year,Zone,Sex,Age Group,Population,Prevalence,Crude Prevalence Rate
01/01/2011 12:00:00 AM,Unknown,M,60 to 69,2262,92,4.07
01/01/2011 12:00:00 AM,Unknown,M,70 to 79,1057,54,5.11
01/01/2011 12:00:00 AM,Unknown,M,80 +,639,30,4.69
01/01/2011 12:00:00 AM,Zone 1 - Western,F,0 to 9,8333,678,8.14
01/01/2011 12:00:00 AM,Zone 1 - Western,F,10 to 19,9675,1823,18.84
01/01/2011 12:00:00 AM,Zone 1 - Western,F,20 to 29,9901,1617,16.33
01/01/2011 12:00:00 AM,Zone 1 - Western,F,30 to 39,11004,1368,12.43
01/01/2011 12:00:00 AM,Zone 1 - Western,F,40 to 49,14975,1618,10.8
01/01/2011 12:00:00 AM,Zone 1 - Western,F,50 to 59,17620,1877,10.65
01/01/2011 12:00:00 AM,Zone 1 - Western,F,60 to 69,14656,1603,10.94
01/01/2011 12:00:00 AM,Zone 1 - Western,F,70 to 79,8625,777,9.01
01/01/2011 12:00:00 AM,Zone 1 - Western,F,80 +,7022,542,7.72
01/01/2011 12:00:00 AM,Zone 1 - Western,M,0 to 9,8682,980,11.29
01/01/2011 12:00:00 AM,Zone 1 - Western,M,10 to 19,10298,2458,23.87
01/01/2011 12:00:00 AM,Zone 1 - Western,M,20 to 29,10039,1628,16.22
01/01/2011 12:00:00 AM,Zone 1 - Western,M,30 to 39,10554,716,6.78
01/01/2011 12:00:00 AM,Zone 1 - Western,M,40 to 49,14365,884,6.15
01/01/2011 12:00:00 AM,Zone 1 - Western,M,50 to 59,17050,989,5.8
01/01/2011 12:00:00 AM,Zone 1 - Western,M,60 to 69,14326,844,5.89
01/01/2011 12:00:00 AM,Zone 1 - Western,M,70 to 79,8119,502,6.18
01/01/2011 12:00:00 AM,Zone 1 - Western,M,80 +,4329,263,6.08
01/01/2011 12:00:00 AM,Zone 2 - Northern,F,0 to 9,7476,540,7.22
01/01/2011 12:00:00 AM,Zone 2 - Northern,F,10 to 19,7876,1398,17.75
01/01/2011 12:00:00 AM,Zone 2 - Northern,F,20 to 29,8055,1262,15.67
01/01/2011 12:00:00 AM,Zone 2 - Northern,F,30 to 39,9319,1188,12.75
01/01/2011 12:00:00 AM,Zone 2 - Northern,F,40 to 49,11620,1253,10.78
01/01/2011 12:00:00 AM,Zone 2 - Northern,F,50 to 59,12978,1347,10.38
01/01/2011 12:00:00 AM,Zone 2 - Northern,F,60 to 69,10201,1056,10.35
01/01/2011 12:00:00 AM,Zone 2 - Northern,F,70 to 79,6050,577,9.54
01/01/2011 12:00:00 AM,Zone 2 - Northern,F,80 +,5085,356,7
01/01/2011 12:00:00 AM,Zone 2 - Northern,M,0 to 9,7722,757,9.8
01/01/2011 12:00:00 AM,Zone 2 - Northern,M,10 to 19,8612,2082,24.18
01/01/2011 12:00:00 AM,Zone 2 - Northern,M,20 to 29,8310,1299,15.63
01/01/2011 12:00:00 AM,Zone 2 - Northern,M,30 to 39,8925,617,6.91
01/01/2011 12:00:00 AM,Zone 2 - Northern,M,40 to 49,11449,614,5.36
01/01/2011 12:00:00 AM,Zone 2 - Northern,M,50 to 59,12643,680,5.38
01/01/2011 12:00:00 AM,Zone 2 - Northern,M,60 to 69,10321,531,5.14
01/01/2011 12:00:00 AM,Zone 2 - Northern,M,70 to 79,5520,257,4.66
01/01/2011 12:00:00 AM,Zone 2 - Northern,M,80 +,2925,188,6.43
01/01/2011 12:00:00 AM,Zone 3 - Eastern,F,0 to 9,7404,476,6.43
01/01/2011 12:00:00 AM,Zone 3 - Eastern,F,10 to 19,8414,1621,19.27
01/01/2011 12:00:00 AM,Zone 3 - Eastern,F,20 to 29,8485,1249,14.72
01/01/2011 12:00:00 AM,Zone 3 - Eastern,F,30 to 39,9202,958,10.41
01/01/2011 12:00:00 AM,Zone 3 - Eastern,F,40 to 49,11869,1050,8.85
01/01/2011 12:00:00 AM,Zone 3 - Eastern,F,50 to 59,14651,1294,8.83
01/01/2011 12:00:00 AM,Zone 3 - Eastern,F,60 to 69,11992,1156,9.64
01/01/2011 12:00:00 AM,Zone 3 - Eastern,F,70 to 79,7262,614,8.45
01/01/2011 12:00:00 AM,Zone 3 - Eastern,F,80 +,5818,398,6.84
01/01/2011 12:00:00 AM,Zone 3 - Eastern,M,0 to 9,7836,778,9.93
01/01/2011 12:00:00 AM,Zone 3 - Eastern,M,10 to 19,8847,2242,25.34
01/01/2011 12:00:00 AM,Zone 3 - Eastern,M,20 to 29,8979,1428,15.9
01/01/2011 12:00:00 AM,Zone 3 - Eastern,M,30 to 39,9011,597,6.63
01/01/2011 12:00:00 AM,Zone 3 - Eastern,M,40 to 49,11561,597,5.16
01/01/2011 12:00:00 AM,Zone 3 - Eastern,M,50 to 59,14280,703,4.92
01/01/2011 12:00:00 AM,Zone 3 - Eastern,M,60 to 69,12003,618,5.15
01/01/2011 12:00:00 AM,Zone 3 - Eastern,M,70 to 79,6517,354,5.43
01/01/2011 12:00:00 AM,Zone 3 - Eastern,M,80 +,3191,184,5.77
01/01/2011 12:00:00 AM,Zone 4 - Central,F,0 to 9,19750,1490,7.54
01/01/2011 12:00:00 AM,Zone 4 - Central,F,10 to 19,23197,4512,19.45
01/01/2011 12:00:00 AM,Zone 4 - Central,F,20 to 29,28226,4684,16.59
01/01/2011 12:00:00 AM,Zone 4 - Central,F,30 to 39,29824,3843,12.89
01/01/2011 12:00:00 AM,Zone 4 - Central,F,40 to 49,33737,4143,12.28
01/01/2011 12:00:00 AM,Zone 4 - Central,F,50 to 59,32490,4071,12.53
01/01/2011 12:00:00 AM,Zone 4 - Central,F,60 to 69,23406,3040,12.99
01/01/2011 12:00:00 AM,Zone 4 - Central,F,70 to 79,12933,1455,11.25
01/01/2011 12:00:00 AM,Zone 4 - Central,F,80 +,10442,915,8.76
01/01/2011 12:00:00 AM,Zone 4 - Central,M,0 to 9,20920,2193,10.48
01/01/2011 12:00:00 AM,Zone 4 - Central,M,10 to 19,23937,6075,25.38
01/01/2011 12:00:00 AM,Zone 4 - Central,M,20 to 29,28386,4820,16.98
01/01/2011 12:00:00 AM,Zone 4 - Central,M,30 to 39,27632,2239,8.1
01/01/2011 12:00:00 AM,Zone 4 - Central,M,40 to 49,31691,2087,6.59
01/01/2011 12:00:00 AM,Zone 4 - Central,M,50 to 59,30957,2058,6.65
01/01/2011 12:00:00 AM,Zone 4 - Central,M,60 to 69,21748,1441,6.63
01/01/2011 12:00:00 AM,Zone 4 - Central,M,70 to 79,11199,735,6.56
01/01/2011 12:00:00 AM,Zone 4 - Central,M,80 +,5891,383,6.5
01/01/2012 12:00:00 AM,Unknown,F,0 to 9,3066,133,4.34
01/01/2012 12:00:00 AM,Unknown,F,10 to 19,4356,602,13.82
01/01/2012 12:00:00 AM,Unknown,F,20 to 29,8670,1108,12.78
01/01/2012 12:00:00 AM,Unknown,F,30 to 39,5328,414,7.77
01/01/2012 12:00:00 AM,Unknown,F,40 to 49,4437,329,7.41
01/01/2012 12:00:00 AM,Unknown,F,50 to 59,3657,274,7.49
01/01/2012 12:00:00 AM,Unknown,F,60 to 69,2471,208,8.42
01/01/2012 12:00:00 AM,Unknown,F,70 to 79,1218,85,6.98
01/01/2012 12:00:00 AM,Unknown,F,80 +,1179,76,6.45
01/01/2012 12:00:00 AM,Unknown,M,0 to 9,3184,215,6.75
01/01/2012 12:00:00 AM,Unknown,M,10 to 19,3954,728,18.41
01/01/2012 12:00:00 AM,Unknown,M,20 to 29,8093,1215,15.01
01/01/2012 12:00:00 AM,Unknown,M,30 to 39,5017,287,5.72
01/01/2012 12:00:00 AM,Unknown,M,40 to 49,4437,170,3.83
01/01/2012 12:00:00 AM,Unknown,M,50 to 59,3346,119,3.56
01/01/2012 12:00:00 AM,Unknown,M,60 to 69,2161,93,4.3
01/01/2012 12:00:00 AM,Unknown,M,70 to 79,1080,55,5.09
01/01/2012 12:00:00 AM,Unknown,M,80 +,647,30,4.64
01/01/2012 12:00:00 AM,Zone 1 - Western,F,0 to 9,8292,601,7.25
01/01/2012 12:00:00 AM,Zone 1 - Western,F,10 to 19,9633,1785,18.53
01/01/2012 12:00:00 AM,Zone 1 - Western,F,20 to 29,9920,1682,16.96
01/01/2012 12:00:00 AM,Zone 1 - Western,F,30 to 39,10886,1399,12.85
01/01/2012 12:00:00 AM,Zone 1 - Western,F,40 to 49,14549,1625,11.17
01/01/2012 12:00:00 AM,Zone 1 - Western,F,50 to 59,17888,1892,10.58
01/01/2012 12:00:00 AM,Zone 1 - Western,F,60 to 69,15081,1689,11.2
01/01/2012 12:00:00 AM,Zone 1 - Western,F,70 to 79,8993,850,9.45
01/01/2012 12:00:00 AM,Zone 1 - Western,F,80 +,7125,563,7.9
01/01/2012 12:00:00 AM,Zone 1 - Western,M,0 to 9,8690,850,9.78
01/01/2012 12:00:00 AM,Zone 1 - Western,M,10 to 19,10229,2452,23.97
01/01/2012 12:00:00 AM,Zone 1 - Western,M,20 to 29,10121,1800,17.78
01/01/2012 12:00:00 AM,Zone 1 - Western,M,30 to 39,10397,740,7.12
01/01/2012 12:00:00 AM,Zone 1 - Western,M,40 to 49,14017,894,6.38
01/01/2012 12:00:00 AM,Zone 1 - Western,M,50 to 59,17281,1021,5.91
01/01/2012 12:00:00 AM,Zone 1 - Western,M,60 to 69,14755,877,5.94
01/01/2012 12:00:00 AM,Zone 1 - Western,M,70 to 79,8415,531,6.31
01/01/2012 12:00:00 AM,Zone 1 - Western,M,80 +,4462,278,6.23
01/01/2012 12:00:00 AM,Zone 2 - Northern,F,0 to 9,7395,481,6.5
01/01/2012 12:00:00 AM,Zone 2 - Northern,F,10 to 19,7865,1387,17.64
01/01/2012 12:00:00 AM,Zone 2 - Northern,F,20 to 29,8056,1326,16.46
01/01/2012 12:00:00 AM,Zone 2 - Northern,F,30 to 39,9248,1189,12.86
01/01/2012 12:00:00 AM,Zone 2 - Northern,F,40 to 49,11393,1272,11.16
01/01/2012 12:00:00 AM,Zone 2 - Northern,F,50 to 59,13121,1362,10.38
01/01/2012 12:00:00 AM,Zone 2 - Northern,F,60 to 69,10562,1118,10.59
01/01/2012 12:00:00 AM,Zone 2 - Northern,F,70 to 79,6254,613,9.8
01/01/2012 12:00:00 AM,Zone 2 - Northern,F,80 +,5094,371,7.28
01/01/2012 12:00:00 AM,Zone 2 - Northern,M,0 to 9,7690,667,8.67
01/01/2012 12:00:00 AM,Zone 2 - Northern,M,10 to 19,8536,2066,24.2
01/01/2012 12:00:00 AM,Zone 2 - Northern,M,20 to 29,8390,1435,17.1
01/01/2012 12:00:00 AM,Zone 2 - Northern,M,30 to 39,8812,646,7.33
01/01/2012 12:00:00 AM,Zone 2 - Northern,M,40 to 49,11267,601,5.33
01/01/2012 12:00:00 AM,Zone 2 - Northern,M,50 to 59,12714,719,5.66
01/01/2012 12:00:00 AM,Zone 2 - Northern,M,60 to 69,10592,543,5.13
01/01/2012 12:00:00 AM,Zone 2 - Northern,M,70 to 79,5790,285,4.92
01/01/2012 12:00:00 AM,Zone 2 - Northern,M,80 +,2967,185,6.24
01/01/2012 12:00:00 AM,Zone 3 - Eastern,F,0 to 9,7374,442,5.99
01/01/2012 12:00:00 AM,Zone 3 - Eastern,F,10 to 19,8337,1599,19.18
01/01/2012 12:00:00 AM,Zone 3 - Eastern,F,20 to 29,8510,1337,15.71
01/01/2012 12:00:00 AM,Zone 3 - Eastern,F,30 to 39,9131,984,10.78
01/01/2012 12:00:00 AM,Zone 3 - Eastern,F,40 to 49,11449,1057,9.23
01/01/2012 12:00:00 AM,Zone 3 - Eastern,F,50 to 59,14732,1293,8.78
01/01/2012 12:00:00 AM,Zone 3 - Eastern,F,60 to 69,12395,1215,9.8
01/01/2012 12:00:00 AM,Zone 3 - Eastern,F,70 to 79,7476,663,8.87
01/01/2012 12:00:00 AM,Zone 3 - Eastern,F,80 +,5845,409,7
01/01/2012 12:00:00 AM,Zone 3 - Eastern,M,0 to 9,7751,716,9.24
01/01/2012 12:00:00 AM,Zone 3 - Eastern,M,10 to 19,8744,2197,25.13
01/01/2012 12:00:00 AM,Zone 3 - Eastern,M,20 to 29,8971,1563,17.42
01/01/2012 12:00:00 AM,Zone 3 - Eastern,M,30 to 39,9035,645,7.14
01/01/2012 12:00:00 AM,Zone 3 - Eastern,M,40 to 49,11204,583,5.2
01/01/2012 12:00:00 AM,Zone 3 - Eastern,M,50 to 59,14194,739,5.21
01/01/2012 12:00:00 AM,Zone 3 - Eastern,M,60 to 69,12384,638,5.15
01/01/2012 12:00:00 AM,Zone 3 - Eastern,M,70 to 79,6788,377,5.55
01/01/2012 12:00:00 AM,Zone 3 - Eastern,M,80 +,3312,188,5.68
01/01/2012 12:00:00 AM,Zone 4 - Central,F,0 to 9,19894,1368,6.88
01/01/2012 12:00:00 AM,Zone 4 - Central,F,10 to 19,22727,4294,18.89
01/01/2012 12:00:00 AM,Zone 4 - Central,F,20 to 29,28460,4888,17.17
01/01/2012 12:00:00 AM,Zone 4 - Central,F,30 to 39,30241,3968,13.12
01/01/2012 12:00:00 AM,Zone 4 - Central,F,40 to 49,33311,4127,12.39
01/01/2012 12:00:00 AM,Zone 4 - Central,F,50 to 59,33507,4307,12.85
01/01/2012 12:00:00 AM,Zone 4 - Central,F,60 to 69,24354,3176,13.04
01/01/2012 12:00:00 AM,Zone 4 - Central,F,70 to 79,13430,1604,11.94
01/01/2012 12:00:00 AM,Zone 4 - Central,F,80 +,10626,939,8.84
01/01/2012 12:00:00 AM,Zone 4 - Central,M,0 to 9,21071,2023,9.6
01/01/2012 12:00:00 AM,Zone 4 - Central,M,10 to 19,23590,5892,24.98
01/01/2012 12:00:00 AM,Zone 4 - Central,M,20 to 29,28702,5194,18.1
01/01/2012 12:00:00 AM,Zone 4 - Central,M,30 to 39,27941,2348,8.4
01/01/2012 12:00:00 AM,Zone 4 - Central,M,40 to 49,31296,2124,6.79
01/01/2012 12:00:00 AM,Zone 4 - Central,M,50 to 59,32111,2177,6.78
01/01/2012 12:00:00 AM,Zone 4 - Central,M,60 to 69,22669,1525,6.73
01/01/2012 12:00:00 AM,Zone 4 - Central,M,70 to 79,11656,798,6.85
01/01/2012 12:00:00 AM,Zone 4 - Central,M,80 +,6118,396,6.47
01/01/2013 12:00:00 AM,Unknown,F,0 to 9,2809,97,3.45
01/01/2013 12:00:00 AM,Unknown,F,10 to 19,3528,452,12.81
01/01/2013 12:00:00 AM,Unknown,F,20 to 29,8116,1049,12.93
01/01/2013 12:00:00 AM,Unknown,F,30 to 39,4920,398,8.09
01/01/2013 12:00:00 AM,Unknown,F,40 to 49,4127,308,7.46
01/01/2013 12:00:00 AM,Unknown,F,50 to 59,3534,260,7.36
01/01/2013 12:00:00 AM,Unknown,F,60 to 69,2412,198,8.21
01/01/2013 12:00:00 AM,Unknown,F,70 to 79,1209,90,7.44
01/01/2013 12:00:00 AM,Unknown,F,80 +,1113,72,6.47
01/01/2013 12:00:00 AM,Unknown,M,0 to 9,2901,159,5.48
01/01/2013 12:00:00 AM,Unknown,M,10 to 19,3211,568,17.69
01/01/2013 12:00:00 AM,Unknown,M,20 to 29,7367,1110,15.07
01/01/2013 12:00:00 AM,Unknown,M,30 to 39,4701,258,5.49
01/01/2013 12:00:00 AM,Unknown,M,40 to 49,4127,167,4.05
01/01/2013 12:00:00 AM,Unknown,M,50 to 59,3355,122,3.64
01/01/2013 12:00:00 AM,Unknown,M,60 to 69,2136,78,3.65
01/01/2013 12:00:00 AM,Unknown,M,70 to 79,1058,53,5.01
01/01/2013 12:00:00 AM,Unknown,M,80 +,650,29,4.46
01/01/2013 12:00:00 AM,Zone 1 - Western,F,0 to 9,8244,537,6.51
01/01/2013 12:00:00 AM,Zone 1 - Western,F,10 to 19,9522,1777,18.66
01/01/2013 12:00:00 AM,Zone 1 - Western,F,20 to 29,9932,1717,17.29
01/01/2013 12:00:00 AM,Zone 1 - Western,F,30 to 39,10854,1432,13.19
01/01/2013 12:00:00 AM,Zone 1 - Western,F,40 to 49,14015,1591,11.35
01/01/2013 12:00:00 AM,Zone 1 - Western,F,50 to 59,18151,1929,10.63
01/01/2013 12:00:00 AM,Zone 1 - Western,F,60 to 69,15537,1778,11.44
01/01/2013 12:00:00 AM,Zone 1 - Western,F,70 to 79,9370,891,9.51
01/01/2013 12:00:00 AM,Zone 1 - Western,F,80 +,7218,580,8.04
01/01/2013 12:00:00 AM,Zone 1 - Western,M,0 to 9,8598,726,8.44
01/01/2013 12:00:00 AM,Zone 1 - Western,M,10 to 19,10179,2422,23.79
01/01/2013 12:00:00 AM,Zone 1 - Western,M,20 to 29,10169,1930,18.98
01/01/2013 12:00:00 AM,Zone 1 - Western,M,30 to 39,10361,810,7.82
01/01/2013 12:00:00 AM,Zone 1 - Western,M,40 to 49,13592,877,6.45
01/01/2013 12:00:00 AM,Zone 1 - Western,M,50 to 59,17507,1059,6.05
01/01/2013 12:00:00 AM,Zone 1 - Western,M,60 to 69,15196,914,6.01
01/01/2013 12:00:00 AM,Zone 1 - Western,M,70 to 79,8770,554,6.32
01/01/2013 12:00:00 AM,Zone 1 - Western,M,80 +,4549,288,6.33
01/01/2013 12:00:00 AM,Zone 2 - Northern,F,0 to 9,7295,422,5.78
01/01/2013 12:00:00 AM,Zone 2 - Northern,F,10 to 19,7874,1361,17.28
01/01/2013 12:00:00 AM,Zone 2 - Northern,F,20 to 29,8047,1370,17.02
01/01/2013 12:00:00 AM,Zone 2 - Northern,F,30 to 39,9121,1198,13.13
01/01/2013 12:00:00 AM,Zone 2 - Northern,F,40 to 49,11260,1284,11.4
01/01/2013 12:00:00 AM,Zone 2 - Northern,F,50 to 59,13163,1370,10.41
01/01/2013 12:00:00 AM,Zone 2 - Northern,F,60 to 69,10990,1189,10.82
01/01/2013 12:00:00 AM,Zone 2 - Northern,F,70 to 79,6453,627,9.72
01/01/2013 12:00:00 AM,Zone 2 - Northern,F,80 +,5122,379,7.4
01/01/2013 12:00:00 AM,Zone 2 - Northern,M,0 to 9,7679,614,8
01/01/2013 12:00:00 AM,Zone 2 - Northern,M,10 to 19,8452,1999,23.65
01/01/2013 12:00:00 AM,Zone 2 - Northern,M,20 to 29,8373,1553,18.55
01/01/2013 12:00:00 AM,Zone 2 - Northern,M,30 to 39,8860,683,7.71
01/01/2013 12:00:00 AM,Zone 2 - Northern,M,40 to 49,11070,614,5.55
01/01/2013 12:00:00 AM,Zone 2 - Northern,M,50 to 59,12853,742,5.77
01/01/2013 12:00:00 AM,Zone 2 - Northern,M,60 to 69,10921,561,5.14
01/01/2013 12:00:00 AM,Zone 2 - Northern,M,70 to 79,6054,299,4.94
01/01/2013 12:00:00 AM,Zone 2 - Northern,M,80 +,3058,186,6.08
01/01/2013 12:00:00 AM,Zone 3 - Eastern,F,0 to 9,7358,423,5.75
01/01/2013 12:00:00 AM,Zone 3 - Eastern,F,10 to 19,8261,1536,18.59
01/01/2013 12:00:00 AM,Zone 3 - Eastern,F,20 to 29,8481,1431,16.87
01/01/2013 12:00:00 AM,Zone 3 - Eastern,F,30 to 39,9106,990,10.87
01/01/2013 12:00:00 AM,Zone 3 - Eastern,F,40 to 49,11154,1062,9.52
01/01/2013 12:00:00 AM,Zone 3 - Eastern,F,50 to 59,14626,1306,8.93
01/01/2013 12:00:00 AM,Zone 3 - Eastern,F,60 to 69,12743,1258,9.87
01/01/2013 12:00:00 AM,Zone 3 - Eastern,F,70 to 79,7768,743,9.56
01/01/2013 12:00:00 AM,Zone 3 - Eastern,F,80 +,5901,408,6.91
01/01/2013 12:00:00 AM,Zone 3 - Eastern,M,0 to 9,7628,661,8.67
01/01/2013 12:00:00 AM,Zone 3 - Eastern,M,10 to 19,8732,2144,24.55
01/01/2013 12:00:00 AM,Zone 3 - Eastern,M,20 to 29,8959,1692,18.89
01/01/2013 12:00:00 AM,Zone 3 - Eastern,M,30 to 39,9102,688,7.56
01/01/2013 12:00:00 AM,Zone 3 - Eastern,M,40 to 49,10915,594,5.44
01/01/2013 12:00:00 AM,Zone 3 - Eastern,M,50 to 59,14074,751,5.34
01/01/2013 12:00:00 AM,Zone 3 - Eastern,M,60 to 69,12741,657,5.16
01/01/2013 12:00:00 AM,Zone 3 - Eastern,M,70 to 79,7082,422,5.96
01/01/2013 12:00:00 AM,Zone 3 - Eastern,M,80 +,3396,199,5.86
01/01/2013 12:00:00 AM,Zone 4 - Central,F,0 to 9,19975,1231,6.16
01/01/2013 12:00:00 AM,Zone 4 - Central,F,10 to 19,22478,4139,18.41
01/01/2013 12:00:00 AM,Zone 4 - Central,F,20 to 29,29069,5104,17.56
01/01/2013 12:00:00 AM,Zone 4 - Central,F,30 to 39,30450,4055,13.32
01/01/2013 12:00:00 AM,Zone 4 - Central,F,40 to 49,33123,4110,12.41
01/01/2013 12:00:00 AM,Zone 4 - Central,F,50 to 59,34363,4503,13.1
01/01/2013 12:00:00 AM,Zone 4 - Central,F,60 to 69,25381,3357,13.23
01/01/2013 12:00:00 AM,Zone 4 - Central,F,70 to 79,13999,1696,12.12
01/01/2013 12:00:00 AM,Zone 4 - Central,F,80 +,10841,994,9.17
01/01/2013 12:00:00 AM,Zone 4 - Central,M,0 to 9,21141,1814,8.58
01/01/2013 12:00:00 AM,Zone 4 - Central,M,10 to 19,23323,5684,24.37
01/01/2013 12:00:00 AM,Zone 4 - Central,M,20 to 29,29140,5594,19.2
01/01/2013 12:00:00 AM,Zone 4 - Central,M,30 to 39,28516,2531,8.88
01/01/2013 12:00:00 AM,Zone 4 - Central,M,40 to 49,31005,2148,6.93
01/01/2013 12:00:00 AM,Zone 4 - Central,M,50 to 59,33244,2288,6.88
01/01/2013 12:00:00 AM,Zone 4 - Central,M,60 to 69,23613,1578,6.68
01/01/2013 12:00:00 AM,Zone 4 - Central,M,70 to 79,12244,879,7.18
01/01/2013 12:00:00 AM,Zone 4 - Central,M,80 +,6315,411,6.51
01/01/2014 12:00:00 AM,Unknown,F,0 to 9,2547,91,3.57
01/01/2014 12:00:00 AM,Unknown,F,10 to 19,2813,316,11.23
01/01/2014 12:00:00 AM,Unknown,F,20 to 29,7330,961,13.11
01/01/2014 12:00:00 AM,Unknown,F,30 to 39,4473,345,7.71
01/01/2014 12:00:00 AM,Unknown,F,40 to 49,3775,287,7.6
01/01/2014 12:00:00 AM,Unknown,F,50 to 59,3391,265,7.81
01/01/2014 12:00:00 AM,Unknown,F,60 to 69,2329,188,8.07
01/01/2014 12:00:00 AM,Unknown,F,70 to 79,1179,93,7.89
01/01/2014 12:00:00 AM,Unknown,F,80 +,1049,61,5.82
01/01/2014 12:00:00 AM,Unknown,M,0 to 9,2644,130,4.92
01/01/2014 12:00:00 AM,Unknown,M,10 to 19,2567,430,16.75
01/01/2014 12:00:00 AM,Unknown,M,20 to 29,6577,978,14.87
01/01/2014 12:00:00 AM,Unknown,M,30 to 39,4266,256,6
01/01/2014 12:00:00 AM,Unknown,M,40 to 49,3783,156,4.12
01/01/2014 12:00:00 AM,Unknown,M,50 to 59,3206,121,3.77
01/01/2014 12:00:00 AM,Unknown,M,60 to 69,2062,71,3.44
01/01/2014 12:00:00 AM,Unknown,M,70 to 79,1048,49,4.68
01/01/2014 12:00:00 AM,Unknown,M,80 +,644,31,4.81
01/01/2014 12:00:00 AM,Zone 1 - Western,F,0 to 9,8265,472,5.71
01/01/2014 12:00:00 AM,Zone 1 - Western,F,10 to 19,9433,1721,18.24
01/01/2014 12:00:00 AM,Zone 1 - Western,F,20 to 29,9919,1796,18.11
01/01/2014 12:00:00 AM,Zone 1 - Western,F,30 to 39,10828,1433,13.23
01/01/2014 12:00:00 AM,Zone 1 - Western,F,40 to 49,13546,1573,11.61
01/01/2014 12:00:00 AM,Zone 1 - Western,F,50 to 59,18221,2002,10.99
01/01/2014 12:00:00 AM,Zone 1 - Western,F,60 to 69,16142,1845,11.43
01/01/2014 12:00:00 AM,Zone 1 - Western,F,70 to 79,9667,972,10.05
01/01/2014 12:00:00 AM,Zone 1 - Western,F,80 +,7351,600,8.16
01/01/2014 12:00:00 AM,Zone 1 - Western,M,0 to 9,8613,648,7.52
01/01/2014 12:00:00 AM,Zone 1 - Western,M,10 to 19,10052,2350,23.38
01/01/2014 12:00:00 AM,Zone 1 - Western,M,20 to 29,10176,2073,20.37
01/01/2014 12:00:00 AM,Zone 1 - Western,M,30 to 39,10337,881,8.52
01/01/2014 12:00:00 AM,Zone 1 - Western,M,40 to 49,13122,871,6.64
01/01/2014 12:00:00 AM,Zone 1 - Western,M,50 to 59,17574,1054,6
01/01/2014 12:00:00 AM,Zone 1 - Western,M,60 to 69,15669,968,6.18
01/01/2014 12:00:00 AM,Zone 1 - Western,M,70 to 79,9094,583,6.41
01/01/2014 12:00:00 AM,Zone 1 - Western,M,80 +,4724,297,6.29
01/01/2014 12:00:00 AM,Zone 2 - Northern,F,0 to 9,7248,383,5.28
01/01/2014 12:00:00 AM,Zone 2 - Northern,F,10 to 19,7871,1303,16.55
01/01/2014 12:00:00 AM,Zone 2 - Northern,F,20 to 29,8081,1441,17.83
01/01/2014 12:00:00 AM,Zone 2 - Northern,F,30 to 39,8989,1188,13.22
01/01/2014 12:00:00 AM,Zone 2 - Northern,F,40 to 49,11051,1303,11.79
01/01/2014 12:00:00 AM,Zone 2 - Northern,F,50 to 59,13136,1398,10.64
01/01/2014 12:00:00 AM,Zone 2 - Northern,F,60 to 69,11498,1242,10.8
01/01/2014 12:00:00 AM,Zone 2 - Northern,F,70 to 79,6623,659,9.95
01/01/2014 12:00:00 AM,Zone 2 - Northern,F,80 +,5145,395,7.68
01/01/2014 12:00:00 AM,Zone 2 - Northern,M,0 to 9,7655,557,7.28
01/01/2014 12:00:00 AM,Zone 2 - Northern,M,10 to 19,8370,1899,22.69
01/01/2014 12:00:00 AM,Zone 2 - Northern,M,20 to 29,8378,1674,19.98
01/01/2014 12:00:00 AM,Zone 2 - Northern,M,30 to 39,8807,723,8.21
01/01/2014 12:00:00 AM,Zone 2 - Northern,M,40 to 49,10705,621,5.8
01/01/2014 12:00:00 AM,Zone 2 - Northern,M,50 to 59,12987,763,5.88
01/01/2014 12:00:00 AM,Zone 2 - Northern,M,60 to 69,11287,589,5.22
01/01/2014 12:00:00 AM,Zone 2 - Northern,M,70 to 79,6304,319,5.06
01/01/2014 12:00:00 AM,Zone 2 - Northern,M,80 +,3129,177,5.66
01/01/2014 12:00:00 AM,Zone 3 - Eastern,F,0 to 9,7250,379,5.23
01/01/2014 12:00:00 AM,Zone 3 - Eastern,F,10 to 19,8227,1455,17.69
01/01/2014 12:00:00 AM,Zone 3 - Eastern,F,20 to 29,8512,1516,17.81
01/01/2014 12:00:00 AM,Zone 3 - Eastern,F,30 to 39,9027,1023,11.33
01/01/2014 12:00:00 AM,Zone 3 - Eastern,F,40 to 49,10804,1065,9.86
01/01/2014 12:00:00 AM,Zone 3 - Eastern,F,50 to 59,14589,1317,9.03
01/01/2014 12:00:00 AM,Zone 3 - Eastern,F,60 to 69,13208,1311,9.93
01/01/2014 12:00:00 AM,Zone 3 - Eastern,F,70 to 79,8031,790,9.84
01/01/2014 12:00:00 AM,Zone 3 - Eastern,F,80 +,5941,418,7.04
01/01/2014 12:00:00 AM,Zone 3 - Eastern,M,0 to 9,7599,631,8.3
01/01/2014 12:00:00 AM,Zone 3 - Eastern,M,10 to 19,8653,2027,23.43
01/01/2014 12:00:00 AM,Zone 3 - Eastern,M,20 to 29,9022,1839,20.38
01/01/2014 12:00:00 AM,Zone 3 - Eastern,M,30 to 39,8987,747,8.31
01/01/2014 12:00:00 AM,Zone 3 - Eastern,M,40 to 49,10699,627,5.86
01/01/2014 12:00:00 AM,Zone 3 - Eastern,M,50 to 59,13880,750,5.4
01/01/2014 12:00:00 AM,Zone 3 - Eastern,M,60 to 69,13216,682,5.16
