Year,Zone,Sex,Age Group,Population,Prevalence,Crude Prevalence Rate
01/01/2014 12:00:00 AM,Zone 3 - Eastern,M,70 to 79,7277,442,6.07
01/01/2014 12:00:00 AM,Zone 3 - Eastern,M,80 +,3479,214,6.15
01/01/2014 12:00:00 AM,Zone 4 - Central,F,0 to 9,20130,1097,5.45
01/01/2014 12:00:00 AM,Zone 4 - Central,F,10 to 19,22284,3965,17.79
01/01/2014 12:00:00 AM,Zone 4 - Central,F,20 to 29,29374,5289,18.01
01/01/2014 12:00:00 AM,Zone 4 - Central,F,30 to 39,30883,4142,13.41
01/01/2014 12:00:00 AM,Zone 4 - Central,F,40 to 49,32717,4144,12.67
01/01/2014 12:00:00 AM,Zone 4 - Central,F,50 to 59,35179,4620,13.13
01/01/2014 12:00:00 AM,Zone 4 - Central,F,60 to 69,26422,3485,13.19
01/01/2014 12:00:00 AM,Zone 4 - Central,F,70 to 79,14659,1859,12.68
01/01/2014 12:00:00 AM,Zone 4 - Central,F,80 +,10997,1028,9.35
01/01/2014 12:00:00 AM,Zone 4 - Central,M,0 to 9,21389,1643,7.68
01/01/2014 12:00:00 AM,Zone 4 - Central,M,10 to 19,23105,5462,23.64
01/01/2014 12:00:00 AM,Zone 4 - Central,M,20 to 29,29459,5902,20.03
01/01/2014 12:00:00 AM,Zone 4 - Central,M,30 to 39,29123,2740,9.41
01/01/2014 12:00:00 AM,Zone 4 - Central,M,40 to 49,30671,2174,7.09
01/01/2014 12:00:00 AM,Zone 4 - Central,M,50 to 59,34018,2360,6.94
01/01/2014 12:00:00 AM,Zone 4 - Central,M,60 to 69,24538,1652,6.73
01/01/2014 12:00:00 AM,Zone 4 - Central,M,70 to 79,12903,947,7.34
01/01/2014 12:00:00 AM,Zone 4 - Central,M,80 +,6551,439,6.7
01/01/2015 12:00:00 AM,Unknown,F,0 to 9,2327,73,3.14
01/01/2015 12:00:00 AM,Unknown,F,10 to 19,2183,226,10.35
01/01/2015 12:00:00 AM,Unknown,F,20 to 29,6335,805,12.71
01/01/2015 12:00:00 AM,Unknown,F,30 to 39,4041,299,7.4
01/01/2015 12:00:00 AM,Unknown,F,40 to 49,3467,250,7.21
01/01/2015 12:00:00 AM,Unknown,F,50 to 59,3057,251,8.21
01/01/2015 12:00:00 AM,Unknown,F,60 to 69,2220,169,7.61
01/01/2015 12:00:00 AM,Unknown,F,70 to 79,1119,89,7.95
01/01/2015 12:00:00 AM,Unknown,F,80 +,1004,55,5.48
01/01/2015 12:00:00 AM,Unknown,M,0 to 9,2357,102,4.33
01/01/2015 12:00:00 AM,Unknown,M,10 to 19,2033,306,15.05
01/01/2015 12:00:00 AM,Unknown,M,20 to 29,5706,842,14.76
01/01/2015 12:00:00 AM,Unknown,M,30 to 39,3848,233,6.06
01/01/2015 12:00:00 AM,Unknown,M,40 to 49,3429,145,4.23
01/01/2015 12:00:00 AM,Unknown,M,50 to 59,2989,98,3.28
01/01/2015 12:00:00 AM,Unknown,M,60 to 69,2003,69,3.44
01/01/2015 12:00:00 AM,Unknown,M,70 to 79,1008,43,4.27
01/01/2015 12:00:00 AM,Unknown,M,80 +,647,28,4.33
01/01/2015 12:00:00 AM,Zone 1 - Western,F,0 to 9,8314,435,5.23
01/01/2015 12:00:00 AM,Zone 1 - Western,F,10 to 19,9417,1656,17.59
01/01/2015 12:00:00 AM,Zone 1 - Western,F,20 to 29,10011,1896,18.94
01/01/2015 12:00:00 AM,Zone 1 - Western,F,30 to 39,10849,1446,13.33
01/01/2015 12:00:00 AM,Zone 1 - Western,F,40 to 49,13196,1572,11.91
01/01/2015 12:00:00 AM,Zone 1 - Western,F,50 to 59,18193,2037,11.2
01/01/2015 12:00:00 AM,Zone 1 - Western,F,60 to 69,16619,1917,11.53
01/01/2015 12:00:00 AM,Zone 1 - Western,F,70 to 79,10113,1041,10.29
01/01/2015 12:00:00 AM,Zone 1 - Western,F,80 +,7435,614,8.26
01/01/2015 12:00:00 AM,Zone 1 - Western,M,0 to 9,8635,601,6.96
01/01/2015 12:00:00 AM,Zone 1 - Western,M,10 to 19,10016,2234,22.3
01/01/2015 12:00:00 AM,Zone 1 - Western,M,20 to 29,10352,2231,21.55
01/01/2015 12:00:00 AM,Zone 1 - Western,M,30 to 39,10346,949,9.17
01/01/2015 12:00:00 AM,Zone 1 - Western,M,40 to 49,12810,892,6.96
01/01/2015 12:00:00 AM,Zone 1 - Western,M,50 to 59,17551,1082,6.16
01/01/2015 12:00:00 AM,Zone 1 - Western,M,60 to 69,16076,984,6.12
01/01/2015 12:00:00 AM,Zone 1 - Western,M,70 to 79,9503,607,6.39
01/01/2015 12:00:00 AM,Zone 1 - Western,M,80 +,4885,309,6.33
01/01/2015 12:00:00 AM,Zone 2 - Northern,F,0 to 9,7207,345,4.79
01/01/2015 12:00:00 AM,Zone 2 - Northern,F,10 to 19,7890,1247,15.8
01/01/2015 12:00:00 AM,Zone 2 - Northern,F,20 to 29,8158,1523,18.67
01/01/2015 12:00:00 AM,Zone 2 - Northern,F,30 to 39,8991,1226,13.64
01/01/2015 12:00:00 AM,Zone 2 - Northern,F,40 to 49,10814,1285,11.88
01/01/2015 12:00:00 AM,Zone 2 - Northern,F,50 to 59,13141,1403,10.68
01/01/2015 12:00:00 AM,Zone 2 - Northern,F,60 to 69,11805,1290,10.93
01/01/2015 12:00:00 AM,Zone 2 - Northern,F,70 to 79,6899,716,10.38
01/01/2015 12:00:00 AM,Zone 2 - Northern,F,80 +,5102,392,7.68
01/01/2015 12:00:00 AM,Zone 2 - Northern,M,0 to 9,7564,510,6.74
01/01/2015 12:00:00 AM,Zone 2 - Northern,M,10 to 19,8365,1778,21.26
01/01/2015 12:00:00 AM,Zone 2 - Northern,M,20 to 29,8443,1798,21.3
01/01/2015 12:00:00 AM,Zone 2 - Northern,M,30 to 39,8856,797,9
01/01/2015 12:00:00 AM,Zone 2 - Northern,M,40 to 49,10537,634,6.02
01/01/2015 12:00:00 AM,Zone 2 - Northern,M,50 to 59,12886,758,5.88
01/01/2015 12:00:00 AM,Zone 2 - Northern,M,60 to 69,11626,631,5.43
01/01/2015 12:00:00 AM,Zone 2 - Northern,M,70 to 79,6584,340,5.16
01/01/2015 12:00:00 AM,Zone 2 - Northern,M,80 +,3208,178,5.55
01/01/2015 12:00:00 AM,Zone 3 - Eastern,F,0 to 9,7133,373,5.23
01/01/2015 12:00:00 AM,Zone 3 - Eastern,F,10 to 19,8170,1348,16.5
01/01/2015 12:00:00 AM,Zone 3 - Eastern,F,20 to 29,8565,1631,19.04
01/01/2015 12:00:00 AM,Zone 3 - Eastern,F,30 to 39,9012,1025,11.37
01/01/2015 12:00:00 AM,Zone 3 - Eastern,F,40 to 49,10575,1062,10.04
01/01/2015 12:00:00 AM,Zone 3 - Eastern,F,50 to 59,14450,1350,9.34
01/01/2015 12:00:00 AM,Zone 3 - Eastern,F,60 to 69,13622,1384,10.16
01/01/2015 12:00:00 AM,Zone 3 - Eastern,F,70 to 79,8269,821,9.93
01/01/2015 12:00:00 AM,Zone 3 - Eastern,F,80 +,5958,426,7.15
01/01/2015 12:00:00 AM,Zone 3 - Eastern,M,0 to 9,7552,580,7.68
01/01/2015 12:00:00 AM,Zone 3 - Eastern,M,10 to 19,8551,1896,22.17
01/01/2015 12:00:00 AM,Zone 3 - Eastern,M,20 to 29,9085,1998,21.99
01/01/2015 12:00:00 AM,Zone 3 - Eastern,M,30 to 39,9017,820,9.09
01/01/2015 12:00:00 AM,Zone 3 - Eastern,M,40 to 49,10609,656,6.18
01/01/2015 12:00:00 AM,Zone 3 - Eastern,M,50 to 59,13666,751,5.5
01/01/2015 12:00:00 AM,Zone 3 - Eastern,M,60 to 69,13507,729,5.4
01/01/2015 12:00:00 AM,Zone 3 - Eastern,M,70 to 79,7508,443,5.9
01/01/2015 12:00:00 AM,Zone 3 - Eastern,M,80 +,3587,224,6.24
01/01/2015 12:00:00 AM,Zone 4 - Central,F,0 to 9,20516,1003,4.89
01/01/2015 12:00:00 AM,Zone 4 - Central,F,10 to 19,22048,3746,16.99
01/01/2015 12:00:00 AM,Zone 4 - Central,F,20 to 29,29928,5439,18.17
01/01/2015 12:00:00 AM,Zone 4 - Central,F,30 to 39,31513,4231,13.43
01/01/2015 12:00:00 AM,Zone 4 - Central,F,40 to 49,32804,4201,12.81
01/01/2015 12:00:00 AM,Zone 4 - Central,F,50 to 59,35510,4704,13.25
01/01/2015 12:00:00 AM,Zone 4 - Central,F,60 to 69,27640,3739,13.53
01/01/2015 12:00:00 AM,Zone 4 - Central,F,70 to 79,15395,1971,12.8
01/01/2015 12:00:00 AM,Zone 4 - Central,F,80 +,10984,1034,9.41
01/01/2015 12:00:00 AM,Zone 4 - Central,M,0 to 9,21772,1524,7
01/01/2015 12:00:00 AM,Zone 4 - Central,M,10 to 19,23085,5188,22.47
01/01/2015 12:00:00 AM,Zone 4 - Central,M,20 to 29,29749,6148,20.67
01/01/2015 12:00:00 AM,Zone 4 - Central,M,30 to 39,29936,3031,10.12
01/01/2015 12:00:00 AM,Zone 4 - Central,M,40 to 49,30680,2219,7.23
01/01/2015 12:00:00 AM,Zone 4 - Central,M,50 to 59,34587,2464,7.12
01/01/2015 12:00:00 AM,Zone 4 - Central,M,60 to 69,25544,1731,6.78
01/01/2015 12:00:00 AM,Zone 4 - Central,M,70 to 79,13564,981,7.23
01/01/2015 12:00:00 AM,Zone 4 - Central,M,80 +,6744,463,6.87
01/01/2016 12:00:00 AM,Unknown,F,0 to 9,2011,57,2.83
01/01/2016 12:00:00 AM,Unknown,F,10 to 19,1657,159,9.6
01/01/2016 12:00:00 AM,Unknown,F,20 to 29,5510,662,12.01
01/01/2016 12:00:00 AM,Unknown,F,30 to 39,3610,274,7.59
01/01/2016 12:00:00 AM,Unknown,F,40 to 49,3071,209,6.81
01/01/2016 12:00:00 AM,Unknown,F,50 to 59,2803,219,7.81
01/01/2016 12:00:00 AM,Unknown,F,60 to 69,2011,164,8.16
01/01/2016 12:00:00 AM,Unknown,F,70 to 79,1090,86,7.89
01/01/2016 12:00:00 AM,Unknown,F,80 +,956,50,5.23
01/01/2016 12:00:00 AM,Unknown,M,0 to 9,2067,86,4.16
01/01/2016 12:00:00 AM,Unknown,M,10 to 19,1567,212,13.53
01/01/2016 12:00:00 AM,Unknown,M,20 to 29,4974,709,14.25
01/01/2016 12:00:00 AM,Unknown,M,30 to 39,3493,214,6.13
01/01/2016 12:00:00 AM,Unknown,M,40 to 49,3080,131,4.25
01/01/2016 12:00:00 AM,Unknown,M,50 to 59,2725,87,3.19
01/01/2016 12:00:00 AM,Unknown,M,60 to 69,1895,57,3.01
01/01/2016 12:00:00 AM,Unknown,M,70 to 79,956,44,4.6
01/01/2016 12:00:00 AM,Unknown,M,80 +,633,28,4.42
01/01/2016 12:00:00 AM,Zone 1 - Western,F,0 to 9,8375,386,4.61
01/01/2016 12:00:00 AM,Zone 1 - Western,F,10 to 19,9430,1651,17.51
01/01/2016 12:00:00 AM,Zone 1 - Western,F,20 to 29,10145,1939,19.11
01/01/2016 12:00:00 AM,Zone 1 - Western,F,30 to 39,10977,1489,13.56
01/01/2016 12:00:00 AM,Zone 1 - Western,F,40 to 49,13064,1584,12.12
01/01/2016 12:00:00 AM,Zone 1 - Western,F,50 to 59,18026,2068,11.47
01/01/2016 12:00:00 AM,Zone 1 - Western,F,60 to 69,16885,1921,11.38
01/01/2016 12:00:00 AM,Zone 1 - Western,F,70 to 79,10843,1175,10.84
01/01/2016 12:00:00 AM,Zone 1 - Western,F,80 +,7510,633,8.43
01/01/2016 12:00:00 AM,Zone 1 - Western,M,0 to 9,8748,552,6.31
01/01/2016 12:00:00 AM,Zone 1 - Western,M,10 to 19,9959,2122,21.31
01/01/2016 12:00:00 AM,Zone 1 - Western,M,20 to 29,10536,2361,22.41
01/01/2016 12:00:00 AM,Zone 1 - Western,M,30 to 39,10510,1037,9.87
01/01/2016 12:00:00 AM,Zone 1 - Western,M,40 to 49,12629,922,7.3
01/01/2016 12:00:00 AM,Zone 1 - Western,M,50 to 59,17427,1075,6.17
01/01/2016 12:00:00 AM,Zone 1 - Western,M,60 to 69,16286,1007,6.18
01/01/2016 12:00:00 AM,Zone 1 - Western,M,70 to 79,10189,683,6.7
01/01/2016 12:00:00 AM,Zone 1 - Western,M,80 +,5093,314,6.17
01/01/2016 12:00:00 AM,Zone 2 - Northern,F,0 to 9,7176,308,4.29
01/01/2016 12:00:00 AM,Zone 2 - Northern,F,10 to 19,7917,1233,15.57
01/01/2016 12:00:00 AM,Zone 2 - Northern,F,20 to 29,8308,1559,18.77
01/01/2016 12:00:00 AM,Zone 2 - Northern,F,30 to 39,8944,1215,13.58
01/01/2016 12:00:00 AM,Zone 2 - Northern,F,40 to 49,10757,1322,12.29
01/01/2016 12:00:00 AM,Zone 2 - Northern,F,50 to 59,13105,1408,10.74
01/01/2016 12:00:00 AM,Zone 2 - Northern,F,60 to 69,11951,1323,11.07
01/01/2016 12:00:00 AM,Zone 2 - Northern,F,70 to 79,7315,794,10.85
01/01/2016 12:00:00 AM,Zone 2 - Northern,F,80 +,5187,400,7.71
01/01/2016 12:00:00 AM,Zone 2 - Northern,M,0 to 9,7473,478,6.4
01/01/2016 12:00:00 AM,Zone 2 - Northern,M,10 to 19,8332,1689,20.27
01/01/2016 12:00:00 AM,Zone 2 - Northern,M,20 to 29,8729,1916,21.95
01/01/2016 12:00:00 AM,Zone 2 - Northern,M,30 to 39,8828,852,9.65
01/01/2016 12:00:00 AM,Zone 2 - Northern,M,40 to 49,10511,661,6.29
01/01/2016 12:00:00 AM,Zone 2 - Northern,M,50 to 59,12794,740,5.78
01/01/2016 12:00:00 AM,Zone 2 - Northern,M,60 to 69,11769,670,5.69
01/01/2016 12:00:00 AM,Zone 2 - Northern,M,70 to 79,7063,367,5.2
01/01/2016 12:00:00 AM,Zone 2 - Northern,M,80 +,3322,181,5.45
01/01/2016 12:00:00 AM,Zone 3 - Eastern,F,0 to 9,7177,355,4.95
01/01/2016 12:00:00 AM,Zone 3 - Eastern,F,10 to 19,8120,1268,15.62
01/01/2016 12:00:00 AM,Zone 3 - Eastern,F,20 to 29,8655,1693,19.56
01/01/2016 12:00:00 AM,Zone 3 - Eastern,F,30 to 39,9122,1106,12.12
01/01/2016 12:00:00 AM,Zone 3 - Eastern,F,40 to 49,10353,1047,10.11
01/01/2016 12:00:00 AM,Zone 3 - Eastern,F,50 to 59,14169,1360,9.6
01/01/2016 12:00:00 AM,Zone 3 - Eastern,F,60 to 69,13800,1408,10.2
01/01/2016 12:00:00 AM,Zone 3 - Eastern,F,70 to 79,8694,874,10.05
01/01/2016 12:00:00 AM,Zone 3 - Eastern,F,80 +,6076,454,7.47
01/01/2016 12:00:00 AM,Zone 3 - Eastern,M,0 to 9,7563,535,7.07
01/01/2016 12:00:00 AM,Zone 3 - Eastern,M,10 to 19,8479,1797,21.19
01/01/2016 12:00:00 AM,Zone 3 - Eastern,M,20 to 29,9192,2135,23.23
01/01/2016 12:00:00 AM,Zone 3 - Eastern,M,30 to 39,9132,903,9.89
01/01/2016 12:00:00 AM,Zone 3 - Eastern,M,40 to 49,10381,670,6.45
01/01/2016 12:00:00 AM,Zone 3 - Eastern,M,50 to 59,13483,758,5.62
01/01/2016 12:00:00 AM,Zone 3 - Eastern,M,60 to 69,13601,736,5.41
01/01/2016 12:00:00 AM,Zone 3 - Eastern,M,70 to 79,7996,481,6.02
01/01/2016 12:00:00 AM,Zone 3 - Eastern,M,80 +,3710,229,6.17
01/01/2016 12:00:00 AM,Zone 4 - Central,F,0 to 9,21038,972,4.62
01/01/2016 12:00:00 AM,Zone 4 - Central,F,10 to 19,21974,3507,15.96
01/01/2016 12:00:00 AM,Zone 4 - Central,F,20 to 29,30540,5533,18.12
01/01/2016 12:00:00 AM,Zone 4 - Central,F,30 to 39,32603,4410,13.53
01/01/2016 12:00:00 AM,Zone 4 - Central,F,40 to 49,32870,4253,12.94
01/01/2016 12:00:00 AM,Zone 4 - Central,F,50 to 59,35820,4814,13.44
01/01/2016 12:00:00 AM,Zone 4 - Central,F,60 to 69,28384,3828,13.49
01/01/2016 12:00:00 AM,Zone 4 - Central,F,70 to 79,16607,2198,13.24
01/01/2016 12:00:00 AM,Zone 4 - Central,F,80 +,11119,1060,9.53
01/01/2016 12:00:00 AM,Zone 4 - Central,M,0 to 9,22217,1484,6.68
01/01/2016 12:00:00 AM,Zone 4 - Central,M,10 to 19,23022,4877,21.18
01/01/2016 12:00:00 AM,Zone 4 - Central,M,20 to 29,30451,6421,21.09
01/01/2016 12:00:00 AM,Zone 4 - Central,M,30 to 39,31041,3340,10.76
01/01/2016 12:00:00 AM,Zone 4 - Central,M,40 to 49,30988,2308,7.45
01/01/2016 12:00:00 AM,Zone 4 - Central,M,50 to 59,34868,2485,7.13
01/01/2016 12:00:00 AM,Zone 4 - Central,M,60 to 69,26288,1857,7.06
01/01/2016 12:00:00 AM,Zone 4 - Central,M,70 to 79,14569,1050,7.21
01/01/2016 12:00:00 AM,Zone 4 - Central,M,80 +,7020,487,6.94
01/01/2017 12:00:00 AM,Unknown,F,0 to 9,1678,44,2.62
01/01/2017 12:00:00 AM,Unknown,F,10 to 19,1246,106,8.51
01/01/2017 12:00:00 AM,Unknown,F,20 to 29,4577,534,11.67
01/01/2017 12:00:00 AM,Unknown,F,30 to 39,3192,239,7.49
01/01/2017 12:00:00 AM,Unknown,F,40 to 49,2699,174,6.45
01/01/2017 12:00:00 AM,Unknown,F,50 to 59,2469,174,7.05
01/01/2017 12:00:00 AM,Unknown,F,60 to 69,1819,132,7.26
01/01/2017 12:00:00 AM,Unknown,F,70 to 79,1044,79,7.57
01/01/2017 12:00:00 AM,Unknown,F,80 +,885,57,6.44
01/01/2017 12:00:00 AM,Unknown,M,0 to 9,1741,76,4.37
01/01/2017 12:00:00 AM,Unknown,M,10 to 19,1184,150,12.67
01/01/2017 12:00:00 AM,Unknown,M,20 to 29,4040,574,14.21
01/01/2017 12:00:00 AM,Unknown,M,30 to 39,3163,187,5.91
01/01/2017 12:00:00 AM,Unknown,M,40 to 49,2694,111,4.12
01/01/2017 12:00:00 AM,Unknown,M,50 to 59,2449,83,3.39
01/01/2017 12:00:00 AM,Unknown,M,60 to 69,1722,51,2.96
01/01/2017 12:00:00 AM,Unknown,M,70 to 79,925,39,4.22
01/01/2017 12:00:00 AM,Unknown,M,80 +,628,24,3.82
01/01/2017 12:00:00 AM,Zone 1 - Western,F,0 to 9,8403,373,4.44
01/01/2017 12:00:00 AM,Zone 1 - Western,F,10 to 19,9461,1568,16.57
01/01/2017 12:00:00 AM,Zone 1 - Western,F,20 to 29,10354,2010,19.41
01/01/2017 12:00:00 AM,Zone 1 - Western,F,30 to 39,11124,1529,13.75
01/01/2017 12:00:00 AM,Zone 1 - Western,F,40 to 49,12961,1605,12.38
01/01/2017 12:00:00 AM,Zone 1 - Western,F,50 to 59,17749,2089,11.77
01/01/2017 12:00:00 AM,Zone 1 - Western,F,60 to 69,17236,1959,11.37
01/01/2017 12:00:00 AM,Zone 1 - Western,F,70 to 79,11543,1281,11.1
01/01/2017 12:00:00 AM,Zone 1 - Western,F,80 +,7640,645,8.44
01/01/2017 12:00:00 AM,Zone 1 - Western,M,0 to 9,8770,495,5.64
01/01/2017 12:00:00 AM,Zone 1 - Western,M,10 to 19,9951,2023,20.33
01/01/2017 12:00:00 AM,Zone 1 - Western,M,20 to 29,10766,2467,22.91
01/01/2017 12:00:00 AM,Zone 1 - Western,M,30 to 39,10662,1164,10.92
01/01/2017 12:00:00 AM,Zone 1 - Western,M,40 to 49,12493,910,7.28
01/01/2017 12:00:00 AM,Zone 1 - Western,M,50 to 59,17081,1106,6.48
01/01/2017 12:00:00 AM,Zone 1 - Western,M,60 to 69,16624,1019,6.13
01/01/2017 12:00:00 AM,Zone 1 - Western,M,70 to 79,10853,748,6.89
01/01/2017 12:00:00 AM,Zone 1 - Western,M,80 +,5291,334,6.31
01/01/2017 12:00:00 AM,Zone 2 - Northern,F,0 to 9,7032,285,4.05
01/01/2017 12:00:00 AM,Zone 2 - Northern,F,10 to 19,8023,1187,14.79
01/01/2017 12:00:00 AM,Zone 2 - Northern,F,20 to 29,8369,1594,19.05
01/01/2017 12:00:00 AM,Zone 2 - Northern,F,30 to 39,8991,1245,13.85
01/01/2017 12:00:00 AM,Zone 2 - Northern,F,40 to 49,10653,1346,12.63
01/01/2017 12:00:00 AM,Zone 2 - Northern,F,50 to 59,12937,1427,11.03
01/01/2017 12:00:00 AM,Zone 2 - Northern,F,60 to 69,12168,1353,11.12
01/01/2017 12:00:00 AM,Zone 2 - Northern,F,70 to 79,7893,861,10.91
01/01/2017 12:00:00 AM,Zone 2 - Northern,F,80 +,5179,409,7.9
01/01/2017 12:00:00 AM,Zone 2 - Northern,M,0 to 9,7435,431,5.8
01/01/2017 12:00:00 AM,Zone 2 - Northern,M,10 to 19,8386,1604,19.13
01/01/2017 12:00:00 AM,Zone 2 - Northern,M,20 to 29,8874,2026,22.83
01/01/2017 12:00:00 AM,Zone 2 - Northern,M,30 to 39,8843,936,10.58
01/01/2017 12:00:00 AM,Zone 2 - Northern,M,40 to 49,10491,693,6.61
01/01/2017 12:00:00 AM,Zone 2 - Northern,M,50 to 59,12629,729,5.77
01/01/2017 12:00:00 AM,Zone 2 - Northern,M,60 to 69,11982,698,5.83
01/01/2017 12:00:00 AM,Zone 2 - Northern,M,70 to 79,7454,388,5.21
01/01/2017 12:00:00 AM,Zone 2 - Northern,M,80 +,3491,195,5.59
01/01/2017 12:00:00 AM,Zone 3 - Eastern,F,0 to 9,7163,316,4.41
01/01/2017 12:00:00 AM,Zone 3 - Eastern,F,10 to 19,8063,1195,14.82
01/01/2017 12:00:00 AM,Zone 3 - Eastern,F,20 to 29,8842,1759,19.89
01/01/2017 12:00:00 AM,Zone 3 - Eastern,F,30 to 39,9168,1164,12.7
01/01/2017 12:00:00 AM,Zone 3 - Eastern,F,40 to 49,10281,1081,10.51
01/01/2017 12:00:00 AM,Zone 3 - Eastern,F,50 to 59,13797,1363,9.88
01/01/2017 12:00:00 AM,Zone 3 - Eastern,F,60 to 69,14011,1424,10.16
01/01/2017 12:00:00 AM,Zone 3 - Eastern,F,70 to 79,9250,957,10.35
01/01/2017 12:00:00 AM,Zone 3 - Eastern,F,80 +,6155,489,7.94
01/01/2017 12:00:00 AM,Zone 3 - Eastern,M,0 to 9,7434,496,6.67
01/01/2017 12:00:00 AM,Zone 3 - Eastern,M,10 to 19,8527,1722,20.19
01/01/2017 12:00:00 AM,Zone 3 - Eastern,M,20 to 29,9327,2224,23.84
01/01/2017 12:00:00 AM,Zone 3 - Eastern,M,30 to 39,9293,1008,10.85
01/01/2017 12:00:00 AM,Zone 3 - Eastern,M,40 to 49,10253,693,6.76
01/01/2017 12:00:00 AM,Zone 3 - Eastern,M,50 to 59,13276,780,5.88
01/01/2017 12:00:00 AM,Zone 3 - Eastern,M,60 to 69,13658,747,5.47
01/01/2017 12:00:00 AM,Zone 3 - Eastern,M,70 to 79,8485,514,6.06
01/01/2017 12:00:00 AM,Zone 3 - Eastern,M,80 +,3869,240,6.2
01/01/2017 12:00:00 AM,Zone 4 - Central,F,0 to 9,21372,953,4.46
01/01/2017 12:00:00 AM,Zone 4 - Central,F,10 to 19,22211,3314,14.92
01/01/2017 12:00:00 AM,Zone 4 - Central,F,20 to 29,31228,5600,17.93
01/01/2017 12:00:00 AM,Zone 4 - Central,F,30 to 39,33939,4580,13.49
01/01/2017 12:00:00 AM,Zone 4 - Central,F,40 to 49,33244,4370,13.15
01/01/2017 12:00:00 AM,Zone 4 - Central,F,50 to 59,36069,4867,13.49
01/01/2017 12:00:00 AM,Zone 4 - Central,F,60 to 69,29092,3968,13.64
01/01/2017 12:00:00 AM,Zone 4 - Central,F,70 to 79,17910,2372,13.24
01/01/2017 12:00:00 AM,Zone 4 - Central,F,80 +,11346,1137,10.02
01/01/2017 12:00:00 AM,Zone 4 - Central,M,0 to 9,22485,1423,6.33
01/01/2017 12:00:00 AM,Zone 4 - Central,M,10 to 19,23223,4632,19.95
01/01/2017 12:00:00 AM,Zone 4 - Central,M,20 to 29,31195,6536,20.95
01/01/2017 12:00:00 AM,Zone 4 - Central,M,30 to 39,32363,3703,11.44
01/01/2017 12:00:00 AM,Zone 4 - Central,M,40 to 49,31579,2407,7.62
01/01/2017 12:00:00 AM,Zone 4 - Central,M,50 to 59,34836,2513,7.21
01/01/2017 12:00:00 AM,Zone 4 - Central,M,60 to 69,27157,1961,7.22
01/01/2017 12:00:00 AM,Zone 4 - Central,M,70 to 79,15784,1154,7.31
01/01/2017 12:00:00 AM,Zone 4 - Central,M,80 +,7266,495,6.81
01/01/2018 12:00:00 AM,Unknown,F,0 to 9,1336,29,2.17
01/01/2018 12:00:00 AM,Unknown,F,10 to 19,935,68,7.27
01/01/2018 12:00:00 AM,Unknown,F,20 to 29,3402,375,11.02
01/01/2018 12:00:00 AM,Unknown,F,30 to 39,2710,190,7.01
01/01/2018 12:00:00 AM,Unknown,F,40 to 49,2366,158,6.68
01/01/2018 12:00:00 AM,Unknown,F,50 to 59,2150,146,6.79
01/01/2018 12:00:00 AM,Unknown,F,60 to 69,1599,107,6.69
01/01/2018 12:00:00 AM,Unknown,F,70 to 79,922,64,6.94
01/01/2018 12:00:00 AM,Unknown,F,80 +,824,47,5.7
01/01/2018 12:00:00 AM,Unknown,M,0 to 9,1360,53,3.9
01/01/2018 12:00:00 AM,Unknown,M,10 to 19,878,87,9.91
01/01/2018 12:00:00 AM,Unknown,M,20 to 29,2987,410,13.73
01/01/2018 12:00:00 AM,Unknown,M,30 to 39,2668,173,6.48
01/01/2018 12:00:00 AM,Unknown,M,40 to 49,2405,84,3.49
01/01/2018 12:00:00 AM,Unknown,M,50 to 59,2173,77,3.54
01/01/2018 12:00:00 AM,Unknown,M,60 to 69,1532,40,2.61
01/01/2018 12:00:00 AM,Unknown,M,70 to 79,886,35,3.95
01/01/2018 12:00:00 AM,Unknown,M,80 +,611,25,4.09
01/01/2018 12:00:00 AM,Zone 1 - Western,F,0 to 9,8383,346,4.13
01/01/2018 12:00:00 AM,Zone 1 - Western,F,10 to 19,9497,1482,15.6
01/01/2018 12:00:00 AM,Zone 1 - Western,F,20 to 29,10512,2084,19.82
01/01/2018 12:00:00 AM,Zone 1 - Western,F,30 to 39,11353,1582,13.93
01/01/2018 12:00:00 AM,Zone 1 - Western,F,40 to 49,12832,1624,12.66
01/01/2018 12:00:00 AM,Zone 1 - Western,F,50 to 59,17619,2085,11.83
01/01/2018 12:00:00 AM,Zone 1 - Western,F,60 to 69,17594,2024,11.5
01/01/2018 12:00:00 AM,Zone 1 - Western,F,70 to 79,12142,1372,11.3
01/01/2018 12:00:00 AM,Zone 1 - Western,F,80 +,7848,691,8.8
01/01/2018 12:00:00 AM,Zone 1 - Western,M,0 to 9,8765,487,5.56
01/01/2018 12:00:00 AM,Zone 1 - Western,M,10 to 19,9982,1935,19.38
01/01/2018 12:00:00 AM,Zone 1 - Western,M,20 to 29,11004,2519,22.89
01/01/2018 12:00:00 AM,Zone 1 - Western,M,30 to 39,10903,1296,11.89
01/01/2018 12:00:00 AM,Zone 1 - Western,M,40 to 49,12388,905,7.31
01/01/2018 12:00:00 AM,Zone 1 - Western,M,50 to 59,16853,1149,6.82
01/01/2018 12:00:00 AM,Zone 1 - Western,M,60 to 69,16941,1038,6.13
01/01/2018 12:00:00 AM,Zone 1 - Western,M,70 to 79,11510,804,6.99
01/01/2018 12:00:00 AM,Zone 1 - Western,M,80 +,5457,349,6.4
01/01/2018 12:00:00 AM,Zone 2 - Northern,F,0 to 9,6934,268,3.87
